measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,Global,Male,30-34 years,Depressive disorders,Percent,2015,0.033642979,0.041452491,0.027066923
Prevalence,Global,Female,30-34 years,Depressive disorders,Percent,2015,0.050384756,0.060524809,0.041208399
Prevalence,Global,Both,30-34 years,Depressive disorders,Percent,2015,0.04200958,0.051004572,0.03420089
Prevalence,Global,Male,35-39 years,Depressive disorders,Number,2015,8624315.055,10396476.15,7048674.733
Prevalence,Global,Female,35-39 years,Depressive disorders,Number,2015,12847013.48,15178573.83,10644692.79
Prevalence,Global,Both,35-39 years,Depressive disorders,Number,2015,21471328.53,25575049.97,17693367.52
Prevalence,Global,Male,35-39 years,Depressive disorders,Percent,2015,0.034251504,0.041312698,0.028070452
Prevalence,Global,Female,35-39 years,Depressive disorders,Percent,2015,0.051578774,0.060954443,0.042754775
Prevalence,Global,Both,35-39 years,Depressive disorders,Percent,2015,0.042868099,0.051081805,0.035381362
Prevalence,Global,Male,40-44 years,Depressive disorders,Number,2015,8472651.773,10292134.46,6902074.266
Prevalence,Global,Female,40-44 years,Depressive disorders,Number,2015,12612296.2,15081556.01,10473087.59
Prevalence,Global,Both,40-44 years,Depressive disorders,Number,2015,21084947.97,25458927.75,17361183.5
Prevalence,Global,Male,40-44 years,Depressive disorders,Percent,2015,0.034872852,0.042334965,0.028390142
Prevalence,Global,Female,40-44 years,Depressive disorders,Percent,2015,0.052700514,0.063013023,0.043745616
Prevalence,Global,Both,40-44 years,Depressive disorders,Percent,2015,0.043719425,0.052745293,0.035981775
Prevalence,Global,Male,45-49 years,Depressive disorders,Number,2015,8069447.271,9912900.946,6710275.515
Prevalence,Global,Female,45-49 years,Depressive disorders,Number,2015,12168528.2,14708709.91,10288124.43
Prevalence,Global,Both,45-49 years,Depressive disorders,Number,2015,20237975.47,24621610.85,16990062.27
Prevalence,Global,Male,45-49 years,Depressive disorders,Percent,2015,0.035538336,0.043661501,0.029531022
Prevalence,Global,Female,45-49 years,Depressive disorders,Percent,2015,0.054082509,0.06537676,0.045735977
Prevalence,Global,Both,45-49 years,Depressive disorders,Percent,2015,0.044768075,0.054469739,0.037593075
Prevalence,Global,Male,50-54 years,Depressive disorders,Number,2015,7165507.044,8840597.658,6018838.593
Prevalence,Global,Female,50-54 years,Depressive disorders,Number,2015,11088736.82,13341738.5,9411141.792
Prevalence,Global,Both,50-54 years,Depressive disorders,Number,2015,18254243.87,22172330.28,15476621.27
Prevalence,Global,Male,50-54 years,Depressive disorders,Percent,2015,0.03614811,0.044606913,0.030383772
Prevalence,Global,Female,50-54 years,Depressive disorders,Percent,2015,0.055522085,0.066810878,0.047127167
Prevalence,Global,Both,50-54 years,Depressive disorders,Percent,2015,0.045871399,0.055725158,0.038905738
Prevalence,Global,Male,55-59 years,Depressive disorders,Number,2015,5940062.034,7238737.416,4993817.493
Prevalence,Global,Female,55-59 years,Depressive disorders,Number,2015,9298112.848,11099902.02,7930896.642
Prevalence,Global,Both,55-59 years,Depressive disorders,Number,2015,15238174.88,18315516.43,12924714.13
Prevalence,Global,Male,55-59 years,Depressive disorders,Percent,2015,0.036417957,0.044371358,0.03062667
Prevalence,Global,Female,55-59 years,Depressive disorders,Percent,2015,0.055678962,0.06646923,0.047495675
Prevalence,Global,Both,55-59 years,Depressive disorders,Percent,2015,0.046161862,0.055475719,0.03916325
Prevalence,Global,Male,All ages,Depressive disorders,Number,2015,94985821.06,111836069,81587577.38
Prevalence,Global,Female,All ages,Depressive disorders,Number,2015,147255075.6,169223760,128007804.9
Prevalence,Global,Both,All ages,Depressive disorders,Number,2015,242240896.7,281399356.7,209595382.3
Prevalence,Global,Male,All ages,Depressive disorders,Percent,2015,0.026554383,0.031123934,0.022800424
Prevalence,Global,Female,All ages,Depressive disorders,Percent,2015,0.040828447,0.046844831,0.035495371
Prevalence,Global,Both,All ages,Depressive disorders,Percent,2015,0.033720873,0.039035956,0.029169283
Prevalence,Global,Male,5-14 years,Depressive disorders,Number,2015,4249754.319,5662742.713,3215676.434
Prevalence,Global,Female,5-14 years,Depressive disorders,Number,2015,6765626.821,8966714.563,5257501.556
Prevalence,Global,Both,5-14 years,Depressive disorders,Number,2015,11015381.14,14686106.52,8476550.518
Prevalence,Global,Male,5-14 years,Depressive disorders,Percent,2015,0.007011235,0.009436087,0.005310571
Prevalence,Global,Female,5-14 years,Depressive disorders,Percent,2015,0.011587195,0.015382967,0.009021121
Prevalence,Global,Both,5-14 years,Depressive disorders,Percent,2015,0.009256435,0.012359227,0.007141038
Prevalence,Global,Male,60+ years,Depressive disorders,Number,2015,15580714.93,18633652.62,13275832.88
Prevalence,Global,Female,60+ years,Depressive disorders,Number,2015,27373156.55,31865975.55,23697249.46
Prevalence,Global,Both,60+ years,Depressive disorders,Number,2015,42953871.49,50486287.29,36919762.82
Prevalence,Global,Male,60+ years,Depressive disorders,Percent,2015,0.036375343,0.04350144,0.030992411
Prevalence,Global,Female,60+ years,Depressive disorders,Percent,2015,0.055135103,0.064183464,0.047728802
Prevalence,Global,Both,60+ years,Depressive disorders,Percent,2015,0.04644636,0.054590717,0.039920468
Prevalence,Global,Male,<5 years,Anxiety disorders,Number,2015,408786.5122,908246.13,160216.5314
Prevalence,Global,Female,<5 years,Anxiety disorders,Number,2015,431728.5793,977269.263,163918.2415
Prevalence,Global,Both,<5 years,Anxiety disorders,Number,2015,840515.0915,1884282.98,324134.7728
Prevalence,Global,Male,<5 years,Anxiety disorders,Percent,2015,0.00135582,0.002990301,0.000536495
Prevalence,Global,Female,<5 years,Anxiety disorders,Percent,2015,0.001489569,0.003372065,0.000571648
Prevalence,Global,Both,<5 years,Anxiety disorders,Percent,2015,0.001421374,0.003177165,0.000553834
Prevalence,Global,Male,15-19 years,Anxiety disorders,Number,2015,11213726.75,16030305.92,7662725.51
Prevalence,Global,Female,15-19 years,Anxiety disorders,Number,2015,17327541.05,25032936.41,12102551.23
Prevalence,Global,Both,15-19 years,Anxiety disorders,Number,2015,28541267.8,41063242.34,19768517.2
Prevalence,Global,Male,15-19 years,Anxiety disorders,Percent,2015,0.03825139,0.054746482,0.026027458
Prevalence,Global,Female,15-19 years,Anxiety disorders,Percent,2015,0.060109863,0.08698675,0.041874522
Prevalence,Global,Both,15-19 years,Anxiety disorders,Percent,2015,0.049088344,0.070701914,0.034065569
Prevalence,Global,Male,20-24 years,Anxiety disorders,Number,2015,9813311.146,13258783.61,6683373.024
Prevalence,Global,Female,20-24 years,Anxiety disorders,Number,2015,16511729.06,21716878.8,11537133.78
Prevalence,Global,Both,20-24 years,Anxiety disorders,Number,2015,26325040.2,35010717.81,18145748.08
Prevalence,Global,Male,20-24 years,Anxiety disorders,Percent,2015,0.033482521,0.045160131,0.022795604
Prevalence,Global,Female,20-24 years,Anxiety disorders,Percent,2015,0.05612652,0.073769002,0.039155598
Prevalence,Global,Both,20-24 years,Anxiety disorders,Percent,2015,0.044825553,0.059416823,0.030899294
Prevalence,Global,Male,25-29 years,Anxiety disorders,Number,2015,9134496.111,12083655.54,6102489.439
Prevalence,Global,Female,25-29 years,Anxiety disorders,Number,2015,15813250.07,20396512.46,10788390.63
Prevalence,Global,Both,25-29 years,Anxiety disorders,Number,2015,24947746.18,32463941.55,16844532.15
Prevalence,Global,Male,25-29 years,Anxiety disorders,Percent,2015,0.030693129,0.040686802,0.020513536
Prevalence,Global,Female,25-29 years,Anxiety disorders,Percent,2015,0.052670512,0.067926715,0.035945573
Prevalence,Global,Both,25-29 years,Anxiety disorders,Percent,2015,0.041729956,0.054408318,0.028170227
Prevalence,Global,Male,30-34 years,Anxiety disorders,Number,2015,8193069.003,11252189.75,5776597.636
Prevalence,Global,Female,30-34 years,Anxiety disorders,Number,2015,14173319.17,18981206.54,10291911.8
Prevalence,Global,Both,30-34 years,Anxiety disorders,Number,2015,22366388.18,30239142.37,16073074.9
Prevalence,Global,Male,30-34 years,Anxiety disorders,Percent,2015,0.029913831,0.041085691,0.021064499
Prevalence,Global,Female,30-34 years,Anxiety disorders,Percent,2015,0.05179911,0.069360016,0.037586514
Prevalence,Global,Both,30-34 years,Anxiety disorders,Percent,2015,0.040851034,0.055215956,0.029312661
Prevalence,Global,Male,35-39 years,Anxiety disorders,Number,2015,7400759.499,9839690,5672513.769
Prevalence,Global,Female,35-39 years,Anxiety disorders,Number,2015,12699021.49,16555798.5,9974631.184
Prevalence,Global,Both,35-39 years,Anxiety disorders,Number,2015,20099780.99,26474965.94,15647144.95
Prevalence,Global,Male,35-39 years,Anxiety disorders,Percent,2015,0.029392276,0.039016352,0.022457124
Prevalence,Global,Female,35-39 years,Anxiety disorders,Percent,2015,0.05098457,0.066451907,0.040025163
Prevalence,Global,Both,35-39 years,Anxiety disorders,Percent,2015,0.040129851,0.052803046,0.031181903
Prevalence,Global,Male,40-44 years,Anxiety disorders,Number,2015,7000044.323,9279223.229,5356141.377
Prevalence,Global,Female,40-44 years,Anxiety disorders,Number,2015,11937669.36,15496801.06,9466580.089
Prevalence,Global,Both,40-44 years,Anxiety disorders,Number,2015,18937713.68,24775536.07,14803016.84
Prevalence,Global,Male,40-44 years,Anxiety disorders,Percent,2015,0.028811169,0.038178145,0.022050624
Prevalence,Global,Female,40-44 years,Anxiety disorders,Percent,2015,0.049881266,0.064763459,0.039570816
Prevalence,Global,Both,40-44 years,Anxiety disorders,Percent,2015,0.039266683,0.051362006,0.030702226
Prevalence,Global,Male,45-49 years,Anxiety disorders,Number,2015,6594516.422,8806927.993,5207069.423
Prevalence,Global,Female,45-49 years,Anxiety disorders,Number,2015,11295599.84,14828065.7,9207973.499
Prevalence,Global,Both,45-49 years,Anxiety disorders,Number,2015,17890116.26,23622585.28,14421725.15
Prevalence,Global,Male,45-49 years,Anxiety disorders,Percent,2015,0.029042361,0.038790042,0.022950752
Prevalence,Global,Female,45-49 years,Anxiety disorders,Percent,2015,0.05020276,0.065907047,0.040932238
Prevalence,Global,Both,45-49 years,Anxiety disorders,Percent,2015,0.03957422,0.052263039,0.031917375
Prevalence,Global,Male,50-54 years,Anxiety disorders,Number,2015,5904985.946,7797321.819,4271543.715
Prevalence,Global,Female,50-54 years,Anxiety disorders,Number,2015,10253681.07,13323217.17,7680199.63
Prevalence,Global,Both,50-54 years,Anxiety disorders,Number,2015,16158667.02,21115766.72,11942224.92
Prevalence,Global,Male,50-54 years,Anxiety disorders,Percent,2015,0.029789176,0.039343334,0.021539465
Prevalence,Global,Female,50-54 years,Anxiety disorders,Percent,2015,0.051340963,0.066726561,0.038461071
Prevalence,Global,Both,50-54 years,Anxiety disorders,Percent,2015,0.040605457,0.053082919,0.030020554
Prevalence,Global,Male,55-59 years,Anxiety disorders,Number,2015,4958301.451,6714573.452,3667393.154
Prevalence,Global,Female,55-59 years,Anxiety disorders,Number,2015,8652874.165,11470724.22,6586158.392
Prevalence,Global,Both,55-59 years,Anxiety disorders,Number,2015,13611175.62,18179434.43,10256317.19
Prevalence,Global,Male,55-59 years,Anxiety disorders,Percent,2015,0.030398961,0.041157206,0.022486252
Prevalence,Global,Female,55-59 years,Anxiety disorders,Percent,2015,0.051815173,0.068684695,0.03943936
Prevalence,Global,Both,55-59 years,Anxiety disorders,Percent,2015,0.041233168,0.055069667,0.031071137
Prevalence,Global,Male,All ages,Anxiety disorders,Number,2015,104687809.7,123046646.1,85335232.58
Prevalence,Global,Female,All ages,Anxiety disorders,Number,2015,170751701.2,198177899.6,144256635.6
Prevalence,Global,Both,All ages,Anxiety disorders,Number,2015,275439510.9,320876114.2,229620098.7
Prevalence,Global,Male,All ages,Anxiety disorders,Percent,2015,0.029267064,0.034440744,0.023855496
Prevalence,Global,Female,All ages,Anxiety disorders,Percent,2015,0.047343303,0.054995673,0.040010431
Prevalence,Global,Both,All ages,Anxiety disorders,Percent,2015,0.038342533,0.044643052,0.031966914
Prevalence,Global,Male,5-14 years,Anxiety disorders,Number,2015,20759585.48,32777893,11636044.82
Prevalence,Global,Female,5-14 years,Anxiety disorders,Number,2015,26834538.1,41799681.13,14923234.66
Prevalence,Global,Both,5-14 years,Anxiety disorders,Number,2015,47594123.58,75338083.13,26468160.01
Prevalence,Global,Male,5-14 years,Anxiety disorders,Percent,2015,0.034241577,0.054449732,0.019245785
Prevalence,Global,Female,5-14 years,Anxiety disorders,Percent,2015,0.045951468,0.071191432,0.025591434
Prevalence,Global,Both,5-14 years,Anxiety disorders,Percent,2015,0.039987169,0.062777339,0.022307526
Prevalence,Global,Male,60+ years,Anxiety disorders,Number,2015,13306227.03,18195874.82,10481180.7
Prevalence,Global,Female,60+ years,Anxiety disorders,Number,2015,24820749.27,32697785.34,20049032.71
Prevalence,Global,Both,60+ years,Anxiety disorders,Number,2015,38126976.3,50893660.16,30530213.41
Prevalence,Global,Male,60+ years,Anxiety disorders,Percent,2015,0.031065219,0.042478007,0.024471115
Prevalence,Global,Female,60+ years,Anxiety disorders,Percent,2015,0.049994019,0.065857485,0.040385274
Prevalence,Global,Both,60+ years,Anxiety disorders,Percent,2015,0.041226983,0.055028922,0.033014473
Prevalence,Global,Male,<5 years,Depressive disorders,Number,2017,1274.817272,2480.841976,435.0452551
Prevalence,Global,Female,<5 years,Depressive disorders,Number,2017,1359.417727,2588.021563,485.7505899
Prevalence,Global,Both,<5 years,Depressive disorders,Number,2017,2634.234999,5066.30191,882.9309357
Prevalence,Global,Male,<5 years,Depressive disorders,Percent,2017,4.19E-06,8.15E-06,1.44E-06
Prevalence,Global,Female,<5 years,Depressive disorders,Percent,2017,4.64E-06,8.82E-06,1.64E-06
Prevalence,Global,Both,<5 years,Depressive disorders,Percent,2017,4.41E-06,8.48E-06,1.47E-06
Prevalence,Global,Male,15-19 years,Depressive disorders,Number,2017,9032571.603,11363322.05,6622931.041
Prevalence,Global,Female,15-19 years,Depressive disorders,Number,2017,13238931.66,16449413.63,9924225.757
Prevalence,Global,Both,15-19 years,Depressive disorders,Number,2017,22271503.26,27916910.08,16493898.15
Prevalence,Global,Male,15-19 years,Depressive disorders,Percent,2017,0.030726341,0.038671065,0.022567362
Prevalence,Global,Female,15-19 years,Depressive disorders,Percent,2017,0.045745319,0.05694212,0.034262911
Prevalence,Global,Both,15-19 years,Depressive disorders,Percent,2017,0.038176938,0.047906329,0.028324934
Prevalence,Global,Male,20-24 years,Depressive disorders,Number,2017,9227073.988,11208995.71,7353556.115
Prevalence,Global,Female,20-24 years,Depressive disorders,Number,2017,13869619.35,16473170.33,11291189.28
Prevalence,Global,Both,20-24 years,Depressive disorders,Number,2017,23096693.34,27676984.26,18656426.6
Prevalence,Global,Male,20-24 years,Depressive disorders,Percent,2017,0.031755778,0.038503808,0.025397521
Prevalence,Global,Female,20-24 years,Depressive disorders,Percent,2017,0.047619635,0.0565486,0.03877015
Prevalence,Global,Both,20-24 years,Depressive disorders,Percent,2017,0.039697076,0.047504262,0.032132412
Prevalence,Global,Male,25-29 years,Depressive disorders,Number,2017,9731436.728,11806520.42,7703666.585
Prevalence,Global,Female,25-29 years,Depressive disorders,Number,2017,14701247.25,17579741.62,11850095.27
Prevalence,Global,Both,25-29 years,Depressive disorders,Number,2017,24432683.98,29368523.79,19556126.05
Prevalence,Global,Male,25-29 years,Depressive disorders,Percent,2017,0.032753165,0.039897952,0.025924398
Prevalence,Global,Female,25-29 years,Depressive disorders,Percent,2017,0.04921352,0.058883277,0.0396812
Prevalence,Global,Both,25-29 years,Depressive disorders,Percent,2017,0.04100552,0.049423417,0.032825746
Prevalence,Global,Male,30-34 years,Depressive disorders,Number,2017,9736342.811,12034145.81,7696822.022
Prevalence,Global,Female,30-34 years,Depressive disorders,Number,2017,14563026.33,17565176.17,11675725.24
Prevalence,Global,Both,30-34 years,Depressive disorders,Number,2017,24299369.14,29599321.98,19376261.62
Prevalence,Global,Male,30-34 years,Depressive disorders,Percent,2017,0.033987797,0.042099238,0.026914352
Prevalence,Global,Female,30-34 years,Depressive disorders,Percent,2017,0.050957788,0.061585505,0.040896509
Prevalence,Global,Both,30-34 years,Depressive disorders,Percent,2017,0.042462679,0.051831524,0.033919708
Prevalence,Global,Male,35-39 years,Depressive disorders,Number,2017,8997251.583,11095681.2,7463691.371
Prevalence,Global,Female,35-39 years,Depressive disorders,Number,2017,13406702.82,16198992.09,11172899.96
Prevalence,Global,Both,35-39 years,Depressive disorders,Number,2017,22403954.41,27293948.2,18636591.33
Prevalence,Global,Male,35-39 years,Depressive disorders,Percent,2017,0.034761294,0.042923368,0.028817458
Prevalence,Global,Female,35-39 years,Depressive disorders,Percent,2017,0.052387091,0.063342692,0.043658923
Prevalence,Global,Both,35-39 years,Depressive disorders,Percent,2017,0.043524286,0.053072453,0.036193733
